City,Status,assignee,Type,name_en,name_zh,OSM Search,GM Search,osm_type,osm_id,GM locatio,OSM location,source,lon,lat,custom_name,comments,wikidata,wikipedia,gv,sco,scn,sr-ec,wuu,vmf,nan,sr-el,cdo,gu,got,zh-hk,gd,pt-br,ga,gn,gl,hak,lb,kk-cn,vep,la,ln,lo,tt,tr,nap,li,lv,lt,jam,tk,th,tg,udm,sgs,pcd,ta,yi,ceb,yo,kk-kz,de,da,lzh,pdc,hif,rm,dv,qu,vls,bar,zh-hans,eml,kn,de-ch,zh-hant,map-bms,mhr,diq,el,eo,en,zh,pms,ee,arz,fr,kk-tr,arc,kk-cyrl,eu,et,wo,es,ba,en-gb,ru,rw,kl,ak,zh-cn,new,ro,dsb,bn,hsb,be,bg,uk,wa,ast,zh-sg,bm,jv,bo,rue,br,bs,ja,fit,ace,ilo,oc,ltg,be-tarask,tw,de-at,nds,yue,xmf,co,nso,ca,lmo,ce,cy,ang,csb,cs,cv,frc,ps,srn,pt,zh-tw,tl,frr,pa,xal,crh-latn,fo,war,pl,vec,hy,nrm,hr,iu,zh-my,ht,hu,gan,hi,gag,zh-mo,pnb,bug,he,mg,kk-latn,fur,kw,uz,ml,azb,mn,mk,ur,zea,te,stq,ms,mr,ug,mwl,my,prg,sah,bho,af,vi,is,am,it,an,as,ar,su,io,av,ia,szl,az,ie,id,nds-nl,pap,nl,nn,min,na,nb,gan-hans,gan-hant,ne,lij,nah,kk-arab,cbk-zam,vo,pag,zu,ksh,pam,kab,kaa,mt,mrj,fy,frp,fa,mai,fi,mzn,gom,ab,sa,en-ca,bcl,ka,kg,gsw,ckb,kk,sr,sq,ko,sv,km,or,sk,si,sh,so,ku,sl,sc,ky,rgn,sw,se,sd
London,OSM,,Tourism,Royal Observatory Greenwich,格林威治天文台,https://batpad.github.io/quick-geocode/?name=Royal%20Observatory%20Greenwich&city=London,"https://www.google.com/maps/search/Royal+Observatory+Greenwich,+London/",way,268533448,,#N/A,,-8.82857637405395,51.4776582448283,Royal Observatory Greenwich,,,"en:Royal Observatory, Greenwich",,,,Гриничка опсерваторија,,,,Grinička opservatorija,,,,格林尼治皇家天文台,,,Réadlann Ríoga Greenwich,,,,Royal Greenwich Observatory,,,,,,,Greenwich Gözlemevi,,,Karaliskā Griničas observatorija,,,,หอดูดาวหลวงกรีนิช,,,,,,,Harianong Obserbatoryo,,,Royal Greenwich Observatory,Royal Greenwich Observatory,,,,,,,,,格林尼治皇家天文台,,,,格林尼治皇家天文台,,,,Αστεροσκοπείο του Γκρήνουιτς,Royal Greenwich Observatory,Royal Observatory,格林尼治皇家天文台,,,,observatoire royal de Greenwich,,,,Greenwicheko Errege Behatokia,,,Real Observatorio de Greenwich,,,Гринвичская обсерватория,,,,格林尼治皇家天文台,,Observatorul Regal din Greenwich,,,,Грынвіцкая абсерваторыя,,Гринвіцька обсерваторія,,,格林尼治皇家天文台,,,,,,,グリニッジ天文台,,,,,,Грынвіцкая абсэрваторыя,,,,格林尼治皇家天文台,,,,Observatori Reial de Greenwich,,,Arsyllfa Frenhinol Greenwich,,,Královská greenwichská observatoř,,,,,Observatório Real de Greenwich,格林尼治皇家天文台,,,,,,,,Królewskie Obserwatorium Astronomiczne w Greenwich,,Գրինվիչի աստղադիտարան,,,,,,Greenwich Obszervatórium,,,,,,,מצפה הכוכבים המלכותי של גריניץ',,,,,Grinvich astronomiya rasadxonasi,,,,,,,,,"Balai Cerap Diraja, Greenwich",,,,,,,,,Đài thiên văn Hoàng gia Greenwich,,,osservatorio di Greenwich,,,المرصد الملكي,,,,,,,,Observatorium Kerajaan,,,Koninklijk Observatorium van Greenwich,Greenwich-observatoriet,,,Greenwich-observatoriet,,,,,,,,,,,,,,,,,,,رصدخانه سلطنتی گرینویچ,,Greenwichin kuninkaallinen observatorio,,,,,,,გრინვიჩის სამეფო ობსერვატორია,,,,,Гриничка опсерваторија,,그리니치 천문대,Observatoriet i Greenwich,,,Royal Observatory,,,,,Kraljevi observatorij Greenwich,,,,,,
London,OSM,,Tourism,Samuel Johnson's House,约翰逊博士故居,https://batpad.github.io/quick-geocode/?name=Samuel%20Johnson's%20House&city=London,"https://www.google.com/maps/search/Samuel+Johnson's+House,+London/",way,43706245,,#N/A,,-0.108067855618000,51.5149896349141,Samuel Johnson's House,"name in osm ""Dr Johnson's House""",,en:Dr Johnson's House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dr Johnson's House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,英語版,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
London,OSM,,Tourism,Southwark Cathedral,萨瑟克大教堂,https://batpad.github.io/quick-geocode/?name=Southwark%20Cathedral&city=London,"https://www.google.com/maps/search/Southwark+Cathedral,+London/",way,26183417,,#N/A,,-0.089608163194656,51.5060098546278,Southwark Cathedral,,,en:Southwark Cathedral,,,,,,,,,,,,,,,Ardeaglais Southwark,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southwark Cathedral,Southwark Cathedral,,,,,,,,,,,,Southwark Cathedral,,,,,,,Southwark Cathedral,萨瑟克座堂,,,,cathédrale de Southwark,,,,,,,Catedral de Southwark,,Southwark Cathedral,Саутваркский собор,,,,,,,,,,Саўтваркскі сабор,,,,,,,,,,,,サウスワーク大聖堂,,,,,,,,,,,,,,Catedral de Southwark,,,,,,,,,,,,,,,,,,,,Katedra w Southwark,,,,,,,,Southwarki katedrális,,,,,,,קתדרלת סאת'ק,,,,,,,,,,,,,,,,,,,,,,,,,,Cattedrale di Southwark,,,,,,,,,,,,,,Kathedraal van Southwark,Southwark-katedralen,,,Southwark-katedralen,,,,,,,,,,,,,,,,,,,کلیسای جامع سات‌ارک,,Southwarkin tuomiokirkko,,,,,Southwark Cathedral,,,,,,,,,서더크 대성당,Southwark Cathedral,,,,,,,,,,,,,,
London,OSM,,Tourism,Tate Modern,泰德现代博物馆,https://batpad.github.io/quick-geocode/?name=Tate%20Modern&city=London,"https://www.google.com/maps/search/Tate+Modern,+London/",way,24642569,,#N/A,,-0.099591485948563,51.5076266681908,Tate Modern,,,en:Tate Modern,,,,Тејт Модерн,,,,Tejt Modern,,,,泰特現代藝術館,,,Tate Modern,,Tate Modern,,,,,,,,,Tate Modern,,,,Teit Modern galerija,,,,,,,,,,,,,Tate Gallery of Modern Art,Tate Modern,,,,,,,,,泰特现代艺术馆,,,,泰特現代藝術館,,,,Πινακοθήκη Μοντέρνας Τέχνης Τέιτ,,Tate Modern,泰特現代藝術館,,,,Tate Modern,,,,Tate Modern,Tate Modern,,Tate Modern,,,Тейт Модерн,,,,泰特现代艺术馆,,Tate Modern,,টেইট মডার্ন যাদুঘর,,,Галерия Тейт,Тейт Модерн,,,泰特现代艺术馆,,,,,Tate Modern,,テート・モダン,,,,,,,,,,,,,,Tate Modern,,,Tate Modern,,,Tate Modern,,,,,Tate Modern,泰特現代藝術館,,,,,,,,Tate Modern,,,,,,,,,,,,,ٹیٹ,,מוזיאון טייט מודרן,,,,,,റ്റെയ്റ്റ് മോഡേൺ,,,Тејт Модерн,,,,,,,,,,,,,Tate Modern,,Tate Modern,,Tate Modern,,,تيت مودرن,,,,,,Teyt Modern,,Tate Modern,,,Tate Modern,,,,Tate Modern,,,टेट मोर्डर्न,,,,,,,,,,,,,,,,تیت مدرن,,Tate Modern,تیت مدرن,,,,,,ტეიტ მოდერნი,,Tate Gallery of Modern Art,,,Тејт Модерн,,테이트 모던,Tate Modern,,,Tate Modern,,,,,,,,,,,
London,OSM,,Tourism,The Central Criminal Court ( Old Bailey ),中央刑事法院(老贝利),https://batpad.github.io/quick-geocode/?name=The%20Central%20Criminal%20Court%20(%20Old%20Bailey%20)&city=London,"https://www.google.com/maps/search/The+Central+Criminal+Court+(+Old+Bailey+),+London/",way,26183027,,#N/A,,-0.101348862600326,51.5154399923325,The Central Criminal Court,,,en:Old Bailey,,,,,,,,,,,,老貝利街,,Old Bailey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Old Bailey,,,,,,,,,,老贝利街,,,Old Bailey,老貝利街,,,,,,Old Bailey,老贝利街,,,,Old Bailey,,,,,,,Old Bailey,,Old Bailey,Олд-Бейли,,,,,,,,,,,,,,,,,,,,,,オールドベイリー,,,,,,,,,,,,,,,,,,,,,,,,,Old Bailey,,,,,,,,,,,,,,,,,,,,,,,,אולד ביילי,,,,,,,,,,,,,,,,,,,,,,,,,,Old Bailey,,,,,,,,,,,Old Bailey,,,Old Bailey,,,,Old Bailey,,,,,,,,,,,,,,,,,,,اولد بیلی,,,,,,,Old Bailey,,,,,,,,,중앙 형사 재판소,Old Bailey,,,,,Old Bailey,,,,,,,,,
London,OSM,,Tourism,The UK Supreme Court,英国最高法院,https://batpad.github.io/quick-geocode/?name=The%20UK%20Supreme%20Court&city=London,"https://www.google.com/maps/search/The+UK+Supreme+Court,+London/",way,39811548,,#N/A,,-0.127865932829380,51.5004063778275,The UK Supreme Court,,,en:Supreme Court of the United Kingdom,,,,Врховни суд Уједињеног Краљевства,,,,Vrhovni sud Ujedinjenog Kraljevstva,,,,聯合王國最高法院,,Suprema Corte do Reino Unido,,,,,,,,,,,,,,,,,,,,,,,,ஐக்கிய இராச்சியத்தின் உச்ச நீதிமன்றம்,,,,,Oberster Gerichtshof des Vereinigten Königreichs,Højesteret,,,,,,,,,联合王国最高法院,,,Oberster Gerichtshof des Vereinigten Königreichs,聯合王國最高法院,,,,,,Supreme Court of the United Kingdom,联合王国最高法院,,,,Cour suprême du Royaume-Uni,,,,,,,Tribunal Supremo del Reino Unido,,Supreme Court of the United Kingdom,Верховный суд Великобритании,,,,,,,,,,,,Верховний суд Великобританії,,,,,,,,,,イギリス最高裁判所,,,,,,,,,,,,,,,,,Goruchaf Lys y Deyrnas Unedig,,,Nejvyšší soud Spojeného království,,,,,Suprema Corte do Reino Unido,,,,,,,,,,,,,Vrhovni sud Ujedinjenog Kraljevstva,,,,Nagy-Britannia legfelső bírósága,,,,,,,בית המשפט העליון של הממלכה המאוחדת,,,,,,,,,Врховен суд на Обединетото Кралство,,,,,Mahkamah Agung United Kingdom,,,,,,,,,,Hæstiréttur Bretlands,,Corte Suprema del Regno Unito,,,المحكمة العليا للمملكة المتحدة,,,,,,,,,,,Hooggerechtshof van het Verenigd Koninkrijk,,,,Storbritannias høyesterett,,,,,,,,,,,,,,,,,,,دیوان عالی بریتانیا,,,,,,,Supreme Court of the United Kingdom,,,,,,,Врховни суд Уједињеног Краљевства,,영국 대법원,Förenade kungarikets högsta domstol,,,,,,,,,,,,,,
London,OSM,,Tourism,Tower Bridge,伦敦塔桥,https://batpad.github.io/quick-geocode/?name=Tower%20Bridge&city=London,"https://www.google.com/maps/search/Tower+Bridge,+London/",node,1289196167,,#N/A,,-0.0749865517342091,51.5054685599846,Tower Bridge,,,en:Tower Bridge,,Tower Bridge,Tower Bridge,,,,Thah Kiô,,,,,倫敦塔橋,,Tower Bridge,Droichead an Túir,,Ponte da Torre de Londres,Lùn-tûn Thap-khiâu,,,,,,,,Tower Bridge,,,Tauera tilts,Tauerio tiltas,,,ทาวเวอร์บริดจ์,,,,,கோபுரப் பாலம்,טורעם בריק,,,,Tower Bridge,Tower Bridge,,,,,,,,,伦敦塔桥,,ಗೋಪುರ ಸೇತುವೆ,Tower Bridge,倫敦塔橋,,,Tower Bridge,,Tower Bridge,Tower Bridge,倫敦塔橋,,,,Tower Bridge,,,,Tower Bridge,,,Puente de la Torre,,Tower Bridge,Тауэрский мост,,,,伦敦塔桥,,Tower Bridge,,,,Таўэрскі мост,Тауър Бридж,Тауерський міст,,Ponte de la Torre de Londres,,,,,,Tower Bridge,,タワーブリッジ,,,,Tower Bridge,,Таўэрскі мост,,,,倫敦塔橋,,,,Tower Bridge,,,Tower Bridge,,,Tower Bridge,Тауэр кĕперĕ,,,,Tower Bridge,倫敦塔橋,,,,,,,Tore nga Tulay,Tower Bridge,,Թաուեր կամուրջ,,,,,,Tower Bridge,,टावर ब्रिज,,,ٹاور برج,,גשר מצודת לונדון,,,,,,ടവർ ബ്രിഡ്ജ്,,,Тауер бриџ,ٹاوربرج,,టవర్ వంతెన,,Jambatan Menara,टॉवर ब्रिज,,,,,,,,Cầu Tháp Luân Đôn,Tower-brúin,,Tower Bridge,,,جسر البرج,,,,,,Tauer körpüsü,,Jembatan Menara,,,Tower Bridge,Tower Bridge,,,Tower Bridge,,,,,,,,,,,,,,,,,,,تاور بریج,,Tower Bridge,,,,,Tower Bridge,,,,,,Тауэрс көпірі,Тауербриџ,Tower Bridge,타워 브리지,Tower Bridge,,,Tower Bridge,,Tower Bridge,,,Tower Bridge,,,,,,
London,OSM,,Tourism,Wembley Stadium,温布利体育场,https://batpad.github.io/quick-geocode/?name=Wembley%20Stadium&city=London,"https://www.google.com/maps/search/Wembley+Stadium,+London/",way,116587436,,#N/A,,-0.279058484621048,51.5559382514818,Wembley Stadium,,,en:Wembley Stadium,,Wembley Stadium,,Вембли,,,,Vembli,,,,溫布萊球場,,,Staidiam Wembley,,Wembley Stadium,,,ۋەمبلىي,,Wembley Stadium,,,,Wembley Stadyumu,,,Vemblija stadions,Wembley stadionas,,,สนามกีฬาเวมบลีย์,,,,,வெம்பிளி விளையாட்டரங்கம்,,,,Уэмбли,Wembley-Stadion,Wembley Stadium,,,,,,,,,温布利球场,,,,溫布利球場,,,,Στάδιο Γουέμπλεϊ,,Wembley Stadium,温布利球场,,,ستاد ويمبلى,Wembley Stadium,Wémblï,,Уэмбли,Wembley Stadium,Wembley staadion,,Estadio de Wembley,,,Уэмбли,,,,温布利球场,,Stadionul Wembley,,ওয়েম্বলি স্টেডিয়াম,,Уэмблі,Уембли,Вемблі,,,温布利球场,,Stadion Wembley,,,,,ウェンブリー・スタジアム,,,,,,,,,,,უემბლი,,,Wembley Stadium,,,Stadiwm Wembley,,,Stadion Wembley,,,,,Estádio de Wembley,溫布利球場,,,ਵੈਂਬਲੀ ਸਟੇਡੀਅਮ,,,,,Stadion Wembley,,Ուեմբլի մարզադաշտ,,Wembley Stadium,,,,Wembley Stadion,,वेम्बली स्टेडियम,,,,,אצטדיון ומבלי,,Wémblï,,,,,,Уэмбли цэнгэлдэх хүрээлэн,,,,,,Stadium Wembley,वेंब्ली स्टेडियम,,,,,,,Wembley-stadion,Sân vận động Wembley,Wembley-leikvangur,,Wembley Stadium,,,ملعب ويمبلي,,,,,,Uembli,,Stadion Wembley,,,Wembley Stadium,Wembley Stadium,,,Wembley Stadium,,,,,,ۋەمبلىي,,,,,,,,,,,,,ورزشگاه ومبلی,,Wembley Stadium,,,,,,,უემბლი,,,یاریگای وێمبلی,Уэмбли,Вембли,,웸블리 스타디움,Wembley Stadium,,,Wembley Stadium,,Wembley Stadium,,,,,,,,,
London,OSM,,Tourism,Westminster Abbey,威斯敏斯特大教堂,https://batpad.github.io/quick-geocode/?name=Westminster%20Abbey&city=London,"https://www.google.com/maps/search/Westminster+Abbey,+London/",way,364313092,,#N/A,,-0.127488862023353,51.4993117138442,Westminster Abbey,,Q5933,en:Westminster Abbey,,Westminster Abbey,,,,,,,,,,,,Abadia de Westminster,Abtheach Westminster,,Abadía de Westminster,,,,,,,,,Westminster Abbey,,,Vestminsteras abatija,Vestminsterio vienuolynas,,,เวสต์มินสเตอร์แอบบีย์,,,,,வெஸ்ட்மின்ஸ்டர் மடம்,,,,,Westminster Abbey,Westminster Abbey,,,,,,,,,威斯敏斯特教堂,,,Westminster Abbey,,,,,Αββαείο του Ουέστμινστερ,Abatejo Westminster,Westminster Abbey,西敏寺,,,كنيسة ويستمينيستار,abbaye de Westminster,,,,Westminster abadia,Westminster Abbey,,Abadía de Westminster,,Westminster Abbey,Вестминстерское аббатство,,,,,वेस्तमिनिस्तर एब्बे,Catedrala Westminster,,ওয়েস্টমিনস্টার অ্যাবে,,Вэстмінстэрскае абацтва,Уестминстърско абатство,Вестмінстерське абатство,,,,,Westminster Abbey,,,abati Westminster,Vestminsterska opatija,ウェストミンスター寺院,,,Westminster Abbey,Westminster Abbey,,Ўэстмінстэрскае абацтва,,,,西敏寺,,,,Abadia de Westminster,,,Abaty Westminster,,,Westminsterské opatství,,,,,Abadia de Westminster,,Westminster Abbey,,ਵੈਸਟਮਿੰਸਟਰ ਐਬੇ,,,,,Opactwo Westminsterskie,,Վեստմինստերյան աբբայություն,,Westminsterska opatija,,,,Westminsteri apátság,,वेस्टमिंस्टर ऐबी,,,ویسٹ منسٹر ایبی,,מנזר וסטמינסטר,,,,,,,,,Вестминстерска катедрала,ویسٹمنسٹر ایبی,,,,Westminster Abbey,वेस्टमिन्स्टर अ‍ॅबी,,,ဝက်စမင်စတာ၊ အက်ဗေး,,,,Westminster-abdy,Tu viện Westminster,Westminster Abbey,,Abbazia di Westminster,,,دير وستمنستر,,,,,,Vestminster abbatlığı,,Westminster Abbey,,,Westminster Abbey,Westminster Abbey,,,Westminster Abbey,,,,,,,,,,,,,,,,,,,کلیسای وست‌مینستر,,Westminster Abbey,,,,,Westminster Abbey,,უესტმინსტერის სააბატო,,Westminster Abbey,,,Вестминстерска опатија,,웨스트민스터 사원,Westminster Abbey,,,Westminsterské opátstvo,,Westminsterska opatija,,,,,,,,Westminster Abbey,
Los Angeles,OSM,danny,Shopping,Barneys New York,巴尼斯纽约精品店,https://batpad.github.io/quick-geocode/?name=Barneys%20New%20York&city=Los%20Angeles,"https://www.google.com/maps/search/Barneys+New+York,+Los+Angeles/",way,423517415,,#N/A,overpass,,,,,,en:Barneys New York,,,,,,,,,,,,,,,,,,,,,,,,,,Barneys New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barneys New York,巴尼斯紐約,,,,Barneys New York,,,,,,,Barneys New York,,,Barneys New York,,,,,,,,,,,,,,,,,,,,,,バーニーズ・ニューヨーク,,,,Barneys New York,,,,,,,,,,Barneys New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,barneys new york,,,,,,,,,,,,,,,,,,,,,,,,,,Barneys,,,,,,,,,,,,,,Barneys New York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barneys New York,,,,Barneys New York,,,바니스 뉴욕,Barneys,,,,,,,,,,,,,,
Los Angeles,OSM,danny,Tourism,Beverly Hills,比弗利山,https://batpad.github.io/quick-geocode/?name=Beverly%20Hills&city=Los%20Angeles,"https://www.google.com/maps/search/Beverly+Hills,+Los+Angeles/",relation,3503615,,#N/A,quick-geocode,,,,,Q127856,,,Beverly Hills,Beverly Hills,Беверли Хилс,,,Beverly Hills,Beverli Hils,,,,比華利山,Beverley Hills,,,,Beverly Hills,,,بەۆەرلىي-حىيللز,Beverli Hills,,,,,Beverly Hills,,,Beverlihilsa,Beverli Hilsas,,,เบเวอร์ลีฮิลส์,,,,,,,,,Беверли-Хиллз,Beverly Hills,Beverly Hills,,,,,,,,,贝弗利山,,,,比佛利山,,,,Μπέβερλι Χιλς,Beverly Hills,Beverly Hills,比佛利山,,,,Beverly Hills,Beverlï-Xïllz,,Беверли-Хиллз,Beverly Hills,Beverly Hills,,Beverly Hills,,,Беверли-Хиллз,,,,贝弗利山,"बेभर्ली हिल्स, क्यालिफोर्निया",Beverly Hills,,বেভারলি হিলস,,Беверлі-Хілз,Бевърли Хилс,Беверлі-Хіллз,,Beverly Hills,贝弗利山,,,,,Beverly Hills,,ビバリーヒルズ,Beverly Hills,,Beverly Hills,Beverly Hills,,,,,,比華利山,ბევერლი-ჰილზი,,,Beverly Hills,,,Beverly Hills,,,Beverly Hills,,,,,Beverly Hills,比佛利山,Beverly Hills,,,,,,Beverly Hills,Beverly Hills,,Բևերլի Հիլզ,,Beverly Hills,,,Beverly Hills,Beverly Hills,卑武利·希爾茲,बेवर्ली हिल्स,,,,,בוורלי הילס,"Beverly Hills, Kalifornia",Beverlï-Xïllz,,,,,,,Беверли Хилс,بیورلی ہلز، کیلیفورنیا,,,,Beverly Hills,,,,,,,,Beverly Hills,Beverly Hills,,,Beverly Hills,,,بيفرلي هيلز كاليفورنيا,,Beverly Hills,,,Beverly Hills,Beverli Hillz,,Beverly Hills,,,Beverly Hills,Beverly Hills,,,Beverly Hills,卑武利·希尔兹,卑武利·希爾茲,,,,بەۆەرلىي-حىيللز,,Beverly Hills,,,,,,,,,Beverly Hills,,بورلی هیلز,,Beverly Hills,,,,,,,ბევერლი-ჰილზი,,,,Беверли-Хиллз,Беверли Хилс,Beverly Hills,베벌리힐스,Beverly Hills,,,Beverly Hills,,Beverly Hills,,,Beverly Hills,,,,Beverly Hills,,
Los Angeles,OSM,danny,Tourism,Big Bear Lake,大熊湖,https://batpad.github.io/quick-geocode/?name=Big%20Bear%20Lake&city=Los%20Angeles,"https://www.google.com/maps/search/Big+Bear+Lake,+Los+Angeles/",relation,4045674,,#N/A,osm-nominatim,,,,,,en:Big Bear Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Bear Lake,,,,,lac Big Bear,,,,,,,,,,Биг-Бэр,,,,,,,,,,,Биг Беър Лейк,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Big Bear Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,OSM,danny,Tourism,Bradbury Building,布拉德伯里大厦,https://batpad.github.io/quick-geocode/?name=Bradbury%20Building&city=Los%20Angeles,"https://www.google.com/maps/search/Bradbury+Building,+Los+Angeles/",way,427942768,,#N/A,overpass,,,,,,en:Bradbury Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bradbury Building,,,,,,,,,,,,,,布拉德伯利大樓,,,,,,Bradbury Building,,,,,Bradbury Building,,,,,,,,,,Брэдбери-билдинг,,,,布拉德伯利大楼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bradbury Building,,,,,,,,,,,,,,,,,,Bradbury Building,,,,,,,,,,,,,,,,,,,,,,,,,Bradbury Building,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Los Angeles,OSM,danny,Tourism,Catalina Island,卡特琳娜岛,https://batpad.github.io/quick-geocode/?name=Catalina%20Island&city=Los%20Angeles,"https://www.google.com/maps/search/Catalina+Island,+Los+Angeles/",relation,6169475,,#N/A,osm-nominatim,,,,,Q845229,"en:Santa Catalina Island, California",,,,,,,,,,,,聖卡塔利娜島,,,,,,,,,,,,,,"Santa Catalina Adası, Kaliforniya",,,,,,,,,,,,,,,,,Santa Catalina Island,Santa Catalina Island,,,,,,,,,圣卡塔利娜岛,,,,聖卡塔利娜島,,,,,Insulo Santa Catalina,Santa Catalina Island,圣卡塔利娜岛,,,,île Santa Catalina,,,,Santa Katalina uhartea,Santa Catalina saar,,Isla Santa Catalina,,,Санта-Каталина,,,,,,,,,,,,Санта-Каталіна,,,,,,,,,,サンタカタリナ島,,,,,,,,,,,,,,Illa Santa Catalina,,,,,,,,,,,Ilha de Santa Catalina,,,,,,,Catalinaoy,,Catalina Island,,,,,,,,,,,,,,,סנטה קטלינה,,,,,,,,,,,,,,,,,,,,,,,Đảo Santa Catalina,,,Isola di Santa Catalina,,,,,,,,,,,,,,Santa Catalina Island,,,,Santa Catalina Island,,,,,,,,,,,,,,,,,,,,,Santa Catalina Island,,,,,,,,,,,,Санта Каталина,,샌타카탈리나 섬,Santa Catalina Island,,,,,,,,otok Santa Catalina,,,,,,
Los Angeles,OSM,danny,Tourism,Dolby Theatre,杜比剧院,https://batpad.github.io/quick-geocode/?name=Dolby%20Theatre&city=Los%20Angeles,"https://www.google.com/maps/search/Dolby+Theatre,+Los+Angeles/",way,151485233,,#N/A,overpass,,,,,,en:Dolby Theatre,,Dolby Theatre,,,,,,,,,,杜比劇院,,Teatro Dolby,,,Dolby Theatre,,,,,,,,,Kodak Tiyatrosu,,,Kodak teātris,,,,,,,,,,,,,,Dolby Theatre,,,,,,,,,,杜比剧院,,,Dolby Theatre,杜比劇院,,,,Θέατρο Κόντακ,,Dolby Theatre,杜比剧院,,,,théâtre Dolby,,,,,Hollywood and Highland Center,,Dolby Theatre,,Dolby Theatre,Долби,,,,杜比剧院,,,,,,Долбі Тэатр,Кинотеатър Кодак,Долбі Театр,,,杜比剧院,,,,,,,ドルビー・シアター,,,,,,,,,,,,,,Teatre Kodak,,,,,,Kodak Theatre,,,,,Teatro Dolby,杜比劇院,,,,,,,,Dolby Theatre,,,,,,,,Dolby Theatre,,,,,,,תיאטרון דולבי,,,,,,,,,,,,,,,,,,,,,,Dolby Theatre,,Kodak Theatre,,Dolby Theatre,,,مسرح كوداك,,,,,,,,Hollywood and Highland Center,,,Dolby Theatre,,,,Dolby Theatre,,,,,,,,,,,,,,,,,,,سالن تئاتر دالبی,,Kodak-teatteri,,,,,Dolby Theatre,,,,,,,,,코닥 극장,Dolby Theatre,,,Kodak Theatre,,,,,,,,,,,
Los Angeles,OSM,danny,Tourism,Getty Center,盖帝艺术中心,https://batpad.github.io/quick-geocode/?name=Getty%20Center&city=Los%20Angeles,"https://www.google.com/maps/search/Getty+Center,+Los+Angeles/",way,121178631,,#N/A,google,,,,,,en:J. Paul Getty Museum,,,,,,,,,,,,,,,,,,,,,,Museum Getty,,,,J. Paul Getty Müzesi,,,,J. Paul Getty muziejus,,,,,,,,,,,,,J. Paul Getty Museum,J. Paul Getty Museum,,,,,,,,,,,,,,,,,Μουσείο Γκεττύ,,J. Paul Getty Museum,保罗·盖蒂博物馆,,,,J. Paul Getty Museum,,,,,,,Museo J. Paul Getty,Гетти музейы,,Музей Гетти,,,,,,,,,,Музей Геці,,Музей Гетті,,,,,,,,,,J・ポール・ゲティ美術館,,,,,,,,,,,,,,Museu J. Paul Getty,,,Amgueddfa J. Paul Getty,,,J. Paul Getty Museum,,,,,,,,,,,,,,J. Paul Getty Museum,,Փոլ Գեթթի թանգարան,,,,,,,,,,,,,,,,,,,,,,Музеј „Гети“,,,,,,,,,,,,,J. Paul Getty Museum,,,,Getty Museum,,,,,,,,,,,Museum Getty,,,J. Paul Getty Museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J. 폴 게티 미술관,,,,,,,,,,,,,,,
