Name,osm:wikidata,admin,wiki:logs,Wikidata Link,wiki:logs,wiki:wikidata,wiki:label:en,wiki:wikipedia:en,wiki:Distance,wiki:label:no,wiki:label:nb,wiki:label:nn,wiki:label:sv
Gelderland,Q775,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q775,"No no label,nb Present,nn Present,sv Present,",Q775,Gelderland,Gelderland,,,Gelderland,Gelderland,Gelderland
Podunavlje District,Q778561,region,"No no label,No nb label,No nn label,No sv label,",https://wikidata.org/wiki/Q778561,"No no label,No nb label,No nn label,No sv label,",Q778561,Podunavlje District,Podunavlje District,,,,,
Kukës District,Q123395,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q123395,"No no label,nb Present,No nn label,sv Present,",Q123395,Kukës District,Kukës District,,,Kukës,,Kukës distrikt
Zondoma Province,Q219859,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q219859,"No no label,nb Present,No nn label,sv Present,",Q219859,Zondoma Province,Zondoma Province,,,Zondoma,,Province du Zondoma
Dundaga municipality,Q2274832,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q2274832,"No no label,No nb label,No nn label,sv Present,",Q2274832,Dundaga municipality,Dundaga Municipality,,,,,Dundagas novads
Dabola Prefecture,Q1156587,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q1156587,"No no label,nb Present,No nn label,sv Present,",Q1156587,Dabola Prefecture,Dabola Prefecture,,,Dabola,,Dabola
Province of Cuneo,Q15091,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q15091,"No no label,nb Present,nn Present,sv Present,",Q15091,Province of Cuneo,Province of Cuneo,,,Provinsen Cuneo,Provinsen Cuneo,Cuneo
Oshana Region,Q534528,region,"No no label,nb Present,No nn label,No sv label,",https://wikidata.org/wiki/Q534528,"No no label,nb Present,No nn label,No sv label,",Q534528,Oshana Region,Oshana Region,,,Oshana,,
Samegrelo-Zemo Svaneti,Q200309,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q200309,"No no label,nb Present,No nn label,sv Present,",Q200309,Samegrelo-Zemo Svaneti,Samegrelo-Zemo Svaneti,,,Samegrelo-Zemo Svaneti,,Megrelien-Övre Svanetien
Comoé Province,Q1074496,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q1074496,"No no label,nb Present,No nn label,sv Present,",Q1074496,Comoé Province,Comoé Province,,,Comoé,,Province de la Comoé
Saint George Parish,Q617801,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q617801,"No no label,nb Present,No nn label,sv Present,",Q617801,Saint George Parish,"Saint George Parish, Dominica",,,Saint George prestegjeld,,Saint George (parish i Dominica)
Samaná Province,Q1145487,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q1145487,"No no label,No nb label,No nn label,sv Present,",Q1145487,Samaná Province,Samaná Province,,,,,Samaná
Rio Grande do Norte,Q43255,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q43255,"No no label,nb Present,nn Present,sv Present,",Q43255,Rio Grande do Norte,Rio Grande do Norte,,,Rio Grande do Norte,Rio Grande do Norte,Rio Grande do Norte
Haute-Kotto Prefecture,Q848596,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q848596,"No no label,nb Present,No nn label,sv Present,",Q848596,Haute-Kotto Prefecture,Haute-Kotto,,,Haute-Kotto,,Haute-Kotto
Haute-Marne,Q12607,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q12607,"No no label,nb Present,nn Present,sv Present,",Q12607,Haute-Marne,Haute-Marne,,,Haute-Marne,Haute-Marne,Haute-Marne
Madona municipality,Q2198472,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q2198472,"No no label,No nb label,No nn label,sv Present,",Q2198472,Madona municipality,Madona Municipality,,,,,Madonas novads
Dobrova–Polhov Gradec Municipality,Q1005208,region,"No no label,No nb label,No nn label,No sv label,",https://wikidata.org/wiki/Q1005208,"No no label,No nb label,No nn label,No sv label,",Q1005208,Dobrova–Polhov Gradec Municipality,Municipality of Dobrova–Polhov Gradec,,,,,
Ad Dakhiliyah Governorate,Q792550,region,"No no label,nb Present,nn Present,No sv label,",https://wikidata.org/wiki/Q792550,"No no label,nb Present,nn Present,No sv label,",Q792550,Ad Dakhiliyah Governorate,Ad Dakhiliyah Governorate,,,Ad Dakhiliyah,Ad Dakhiliyah guvernement,
Seti Zone,Q9196,region,"No no label,nb Present,No nn label,No sv label,",https://wikidata.org/wiki/Q9196,"No no label,nb Present,No nn label,No sv label,",Q9196,Seti Zone,Seti Zone,,,Seti,,
Gracias a Dios Department,Q867112,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q867112,"No no label,No nb label,No nn label,sv Present,",Q867112,Gracias a Dios Department,Gracias a Dios Department,,,,,Departamento de Gracias a Dios
Žabljak Municipality,Q3304454,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q3304454,"No no label,No nb label,No nn label,sv Present,",Q3304454,Žabljak Municipality,Žabljak Municipality,,,,,Opština Žabljak
Gandaki Zone,Q9133,region,"No no label,No nb label,No nn label,No sv label,",https://wikidata.org/wiki/Q9133,"No no label,No nb label,No nn label,No sv label,",Q9133,Gandaki Zone,Gandaki Zone,,,,,
Cartago,Q30617,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q30617,"No no label,nb Present,No nn label,sv Present,",Q30617,Cartago,"Cartago, Costa Rica",,,Cartago,,"Cartago, Costa Rica"
Minas Gerais,Q39109,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q39109,"No no label,nb Present,nn Present,sv Present,",Q39109,Minas Gerais,Minas Gerais,,,Minas Gerais,Minas Gerais,Minas Gerais
Aitutaki,Q223379,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q223379,"No no label,nb Present,No nn label,sv Present,",Q223379,Aitutaki,Aitutaki,,,Aitutaki,,Aitutaki
Saint Peter Parish,Q1476294,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q1476294,"No no label,nb Present,No nn label,sv Present,",Q1476294,Saint Peter Parish,"Saint Peter Parish, Dominica",,,Saint Peter prestegjeld,,Saint Peter
Lumbini,Q9213,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q9213,"No no label,No nb label,No nn label,sv Present,",Q9213,Lumbini,Lumbini,,,,,Lumbini
Sveti Nikole Municipality,Q2308277,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q2308277,"No no label,No nb label,No nn label,sv Present,",Q2308277,Sveti Nikole Municipality,Sveti Nikole Municipality,,,,,Sveti Nikole (kommun)
Batticaloa,Q810963,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q810963,"No no label,No nb label,No nn label,sv Present,",Q810963,Batticaloa,Batticaloa,,,,,Batticaloa
Karbinci,Q1346554,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q1346554,"No no label,No nb label,No nn label,sv Present,",Q1346554,Karbinci,Karbinci Municipality,,,,,Karbinci
Hamadan Province,Q187373,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q187373,"No no label,nb Present,No nn label,sv Present,",Q187373,Hamadan Province,Hamadan Province,,,Hamadan,,Hamadan
Upper River Division,Q824373,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q824373,"No no label,nb Present,No nn label,sv Present,",Q824373,Upper River Division,Upper River Division,,,Upper River,,Upper River Division
Hiran,Q660040,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q660040,"No no label,No nb label,No nn label,sv Present,",Q660040,Hiran,"Hiran, Somalia",,,,,Hiiraan
Zaporizhzhya Oblast,Q171334,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q171334,"No no label,nb Present,nn Present,sv Present,",Q171334,Zaporizhzhya Oblast,Zaporizhia Oblast,,,Zaporizjzja oblast,Zaporizjzjia oblast,Zaporizjzja oblast
San Juan Province,Q44805,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q44805,"No no label,nb Present,No nn label,sv Present,",Q44805,San Juan Province,"San Juan Province, Argentina",,,San Juan,,San Juan
Guizhou,Q47097,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q47097,"No no label,nb Present,nn Present,sv Present,",Q47097,Guizhou,Guizhou,,,Guizhou,Guizhou,Guizhou
Cabinda Province,Q168787,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q168787,"No no label,nb Present,No nn label,sv Present,",Q168787,Cabinda Province,Cabinda Province,,,Cabinda,,Kabinda
Nova Scotia,Q1952,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q1952,"No no label,nb Present,nn Present,sv Present,",Q1952,Nova Scotia,Nova Scotia,,,Nova Scotia,Nova Scotia,Nova Scotia
Satupa'itea,Q651573,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q651573,"No no label,nb Present,No nn label,sv Present,",Q651573,Satupa'itea,Satupa'itea,,,Satupa'itea,,Satupa‘itea
Kanchanaburi,Q275740,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q275740,"No no label,nb Present,No nn label,sv Present,",Q275740,Kanchanaburi,Kanchanaburi Province,,,Kanchanaburi,,Kanchanaburi
Province of Turin,Q16287,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q16287,"No no label,nb Present,nn Present,sv Present,",Q16287,Province of Turin,Province of Turin,,,Provinsen Torino,Provinsen Torino,Torino
Semnan,Q203045,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q203045,"No no label,No nb label,No nn label,sv Present,",Q203045,Semnan,"Semnan, Iran",,,,,Semnan
Mayaguana,Q1540098,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q1540098,"No no label,No nb label,No nn label,sv Present,",Q1540098,Mayaguana,Mayaguana,,,,,Mayaguana Island
Inner Mongolia,Q41079,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q41079,"No no label,nb Present,nn Present,sv Present,",Q41079,Inner Mongolia,Inner Mongolia,,,Indre Mongolia,Indre Mongolia,Inre Mongoliet
Mongar District,Q389734,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q389734,"No no label,nb Present,No nn label,sv Present,",Q389734,Mongar District,Mongar District,,,Mongar,,Mongar
Salfit Governorate,Q926530,region,"No no label,No nb label,nn Present,No sv label,",https://wikidata.org/wiki/Q926530,"No no label,No nb label,nn Present,No sv label,",Q926530,Salfit Governorate,Salfit Governorate,,,,Salfit guvernement,
Floriana,Q832807,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q832807,"No no label,nb Present,No nn label,sv Present,",Q832807,Floriana,Floriana,,,Floriana,,Floriana
Mogilev Region,Q189822,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q189822,"No no label,nb Present,No nn label,sv Present,",Q189822,Mogilev Region,Mogilev Region,,,Mahiljow,,Mahiljoŭs voblast
Bolívar Province,Q261165,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q261165,"No no label,nb Present,No nn label,sv Present,",Q261165,Bolívar Province,Bolívar Province (Ecuador),,,Bolívar,,Bolívar
Middle Shebelle,Q678435,region,"No no label,nb Present,No nn label,No sv label,",https://wikidata.org/wiki/Q678435,"No no label,nb Present,No nn label,No sv label,",Q678435,Middle Shebelle,Middle Shebelle,,,Shabeellaha Dhexe,,
Ribeira Grande,Q1355642,region,"No no label,nb Present,No nn label,No sv label,",https://wikidata.org/wiki/Q1355642,"No no label,nb Present,No nn label,No sv label,",Q1355642,Ribeira Grande,"Ribeira Grande, Cape Verde (municipality)",,,Ribeira Grande,,
Benevento Province,Q16134,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q16134,"No no label,nb Present,nn Present,sv Present,",Q16134,Benevento Province,Province of Benevento,,,Provinsen Benevento,Provinsen Benevento,Benevento
Santa Luċija,Q1087776,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q1087776,"No no label,No nb label,No nn label,sv Present,",Q1087776,Santa Luċija,Santa Luċija,,,,,Saint Lucia
Novosibirsk Oblast,Q5851,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q5851,"No no label,nb Present,nn Present,sv Present,",Q5851,Novosibirsk Oblast,Novosibirsk Oblast,,,Novosibirsk,Novosibirsk oblast,Novosibirsk oblast
Kangarli District,Q734030,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q734030,"No no label,nb Present,No nn label,sv Present,",Q734030,Kangarli District,Kangarli District,,,Kəngərli,,Kangarli Rayon
Manus Province,Q874935,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q874935,"No no label,No nb label,No nn label,sv Present,",Q874935,Manus Province,Manus Province,,,,,Manus
Granma Province,Q115046,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q115046,"No no label,nb Present,No nn label,sv Present,",Q115046,Granma Province,Granma Province,,,Granma,,Provincia Granma
Analamanga,Q484625,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q484625,"No no label,nb Present,No nn label,sv Present,",Q484625,Analamanga,Analamanga,,,Analamanga,,Analamanga
Cochabamba Department,Q233917,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q233917,"No no label,nb Present,No nn label,sv Present,",Q233917,Cochabamba Department,Cochabamba Department,,,Cochabamba,,Cochabamba
New Brunswick,Q1965,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q1965,"No no label,nb Present,nn Present,sv Present,",Q1965,New Brunswick,New Brunswick,,,New Brunswick,New Brunswick,New Brunswick
Vavaʻu,Q859666,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q859666,"No no label,nb Present,No nn label,sv Present,",Q859666,Vavaʻu,Vavaʻu,,,Vava'u,,Vava'u
Bururi Province,Q431385,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q431385,"No no label,nb Present,No nn label,sv Present,",Q431385,Bururi Province,Bururi Province,,,Bururi,,Bururi
Sud-Est,Q936717,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q936717,"No no label,nb Present,nn Present,sv Present,",Q936717,Sud-Est,Sud-Est (department),,,Sud-Est,Sud-Est i Haiti,Sud-Est
Perak,Q188953,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q188953,"No no label,nb Present,No nn label,sv Present,",Q188953,Perak,Perak,,,Perak,,Perak
Tambacounda Region,Q848554,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q848554,"No no label,No nb label,No nn label,sv Present,",Q848554,Tambacounda Region,Tambacounda Region,,,,,Tambacounda
Sukhothai,Q380764,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q380764,"No no label,nb Present,No nn label,sv Present,",Q380764,Sukhothai,Sukhothai Province,,,Sukhothai,,Sukhothai
Republic of Dagestan,Q5118,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q5118,"No no label,nb Present,nn Present,sv Present,",Q5118,Republic of Dagestan,Dagestan,,,Dagestan,Dagestan,Dagestan
Jaunpils municipality,Q2072154,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q2072154,"No no label,No nb label,No nn label,sv Present,",Q2072154,Jaunpils municipality,Jaunpils Municipality,,,,,Jaunpils novads
Durrës County,Q192853,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q192853,"No no label,nb Present,No nn label,sv Present,",Q192853,Durrës County,Durrës County,,,Durrës,,Durrës prefektur
Lovrenc na Pohorju,Q4982372,region,"No no label,No nb label,No nn label,No sv label,",https://wikidata.org/wiki/Q4982372,"No no label,No nb label,No nn label,No sv label,",Q4982372,Lovrenc na Pohorju,Lovrenc na Pohorju,,,,,
Manica Province,Q622792,region,"No no label,nb Present,No nn label,sv Present,",https://wikidata.org/wiki/Q622792,"No no label,nb Present,No nn label,sv Present,",Q622792,Manica Province,Manica Province,,,Manica,,Manica
Istok,Q991332,region,"No no label,No nb label,No nn label,sv Present,",https://wikidata.org/wiki/Q991332,"No no label,No nb label,No nn label,sv Present,",Q991332,Istok,Istok,,,,,Istok
Centre,Q844528,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q844528,"No no label,nb Present,nn Present,sv Present,",Q844528,Centre,Centre (department),,,Centre,Centre i Haiti,Centre
Kırklareli Province,Q131597,region,"No no label,nb Present,nn Present,sv Present,",https://wikidata.org/wiki/Q131597,"No no label,nb Present,nn Present,sv Present,",Q131597,Kırklareli Province,Kırklareli Province,,,Kırklareli,Provinsen Kırklareli,Kırklareli
Manafwa District,Q1375789,region,"No no label,nb Present,No nn label,No sv label,",https://wikidata.org/wiki/Q1375789,"No no label,nb Present,No nn label,No sv label,",Q1375789,Manafwa District,Manafwa District,,,Manafwa,,
